	AveExpr	Coef	t	P.value	Results	Genes.ENSEMBL	Genes.SYMBOL	Genes.TXCHROM
ENSG00000002745.11	-1.99887167607553	0.596585161235919	0	0.778351020354417	0	ENSG00000002745	WNT16	chr7
ENSG00000002746.13	0.585934617116532	0.613896085955847	0	0.711298331977912	0	ENSG00000002746	HECW1	chr7
ENSG00000002822.14	4.55246531031131	0.238862501895083	0	0.994840349256274	0	ENSG00000002822	MAD1L1	chr7
ENSG00000002834.16	6.14757509260171	0.142801930166084	0	0.999590168254432	0	ENSG00000002834	LASP1	chr17
ENSG00000002919.13	3.93351285089594	-0.0130672075616149	0	0.999999252447991	0	ENSG00000002919	SNX11	chr17
ENSG00000002933.6	2.19262729391486	0.512174573265835	0	0.823682135102656	0	ENSG00000002933	TMEM176A	chr7
ENSG00000003056.6	5.19635207566674	0.262862840106362	0	0.999757539869009	0	ENSG00000003056	M6PR	chr12
ENSG00000003096.12	2.29679112133077	0.304161924553028	0	0.983604120321866	0	ENSG00000003096	KLHL13	chrX
ENSG00000003137.7	0.573836909392267	-0.0315630388405634	0	0.993147560802432	0	ENSG00000003137	CYP26B1	chr2
ENSG00000003147.16	5.57761125812671	-0.291904392559458	0	0.999413840054986	0	ENSG00000003147	ICA1	chr7
ENSG00000003249.12	4.27191242831397	-0.473395618556116	0	0.897786046497433	0	ENSG00000003249	DBNDD1	chr16
ENSG00000003393.13	3.98963982830385	0.0623510320329457	0	0.999998475167456	0	ENSG00000003393	ALS2	chr2
ENSG00000003400.13	1.95255221594195	0.351254273462619	0	0.953650311937434	0	ENSG00000003400	CASP10	chr2
ENSG00000003402.18	6.23982657226347	0.095186135303007	0	0.999929118892438	0	ENSG00000003402	CFLAR	chr2
ENSG00000003436.13	2.80562131433295	-0.0383345147818805	0	0.997251236712881	0	ENSG00000003436	TFPI	chr2
ENSG00000003509.14	2.69010620215805	-0.0595317687155252	0	0.999998904525584	0	ENSG00000003509	NDUFAF7	chr2
ENSG00000003756.15	6.09735362249817	0.164355607042128	0	0.99983848825466	0	ENSG00000003756	RBM5	chr3
ENSG00000003987.12	-0.846145784316645	-0.206128780202032	0	0.987729028713613	0	ENSG00000003987	MTMR7	chr8
ENSG00000003989.15	5.58705534545372	0.336860680369317	0	0.982076658113976	0	ENSG00000003989	SLC7A2	chr8
ENSG00000004059.9	6.37999325485197	-0.0586737513838562	0	0.998060735577056	0	ENSG00000004059	ARF5	chr7
ENSG00000004139.12	3.14010225751115	0.139916787447671	0	0.99984747893954	0	ENSG00000004139	SARM1	chr17
ENSG00000004142.10	6.39149432187261	-0.116279437892231	0	0.999840029111034	0	ENSG00000004142	POLDIP2	chr17
ENSG00000004399.11	4.48344105961905	0.211381165307627	0	0.9961315390495	0	ENSG00000004399	PLXND1	chr3
ENSG00000004455.15	6.00694312997478	-0.202650257939059	0	0.999998815617471	0	ENSG00000004455	AK2	chr1
ENSG00000004468.11	5.08362689638097	1.0068669063575	0.00879869537449149	0.505306422287674	0	ENSG00000004468	CD38	chr4
ENSG00000004478.7	7.64636354009617	-0.15216601560331	0	0.999841867415027	0	ENSG00000004478	FKBP4	chr12
ENSG00000004487.14	6.11643717529687	-0.0728971754555205	0	0.999999528845851	0	ENSG00000004487	KDM1A	chr1
ENSG00000004534.13	5.63677816741073	0.115945233737187	0	0.999702563106444	0	ENSG00000004534	RBM6	chr3
ENSG00000004660.13	2.88555090172997	-0.29455747398238	0	0.998108273727986	0	ENSG00000004660	CAMKK1	chr17
ENSG00000004700.14	2.91212511572367	0.520334638605618	0	0.950392958254937	0	ENSG00000004700	RECQL	chr12
ENSG00000004766.14	3.85863464907056	0.159444452102238	0	0.999999195852936	0	ENSG00000004766	VPS50	chr7
ENSG00000004776.10	4.72888548026913	0.266315364422963	0	0.921218632064457	0	ENSG00000004776	HSPB6	chr19
ENSG00000004777.17	2.44352618811647	0.215690499254107	0	0.97353168998341	0	ENSG00000004777	ARHGAP33	chr19
ENSG00000004779.8	4.77932708425018	-0.284051505779638	0	0.99939298796308	0	ENSG00000004779	NDUFAB1	chr16
ENSG00000004799.7	4.87260931591256	0.125505080733044	0	0.963790365631702	0	ENSG00000004799	PDK4	chr7
ENSG00000004838.12	0.88289370839491	-1.0591576681421	-0.0701608167970398	0.483984332213278	0	ENSG00000004838	ZMYND10	chr3
ENSG00000004848.6	1.31317891649605	-0.360928139044605	0	0.832599046776725	0	ENSG00000004848	ARX	chrX
ENSG00000004864.12	4.18410432454825	0.194450329410326	0	0.999921958360385	0	ENSG00000004864	SLC25A13	chr7
ENSG00000004866.17	4.50683219241858	-0.25427124754667	0	0.998183050797758	0	ENSG00000004866	ST7	chr7
ENSG00000004897.10	4.93286487058101	0.0351793193735057	0	0.9999997092157	0	ENSG00000004897	CDC27	chr17
ENSG00000004961.13	3.45546516434977	0.00658976420063029	0	0.999999872864785	0	ENSG00000004961	HCCS	chrX
ENSG00000004975.10	4.66450844474201	0.263522446642048	0	0.999578578574045	0	ENSG00000004975	DVL2	chr17
ENSG00000005001.8	3.07089862539261	0.304637606781682	0	0.969905212948356	0	ENSG00000005001	PRSS22	chr16
ENSG00000005007.11	6.96936575717548	0.261632126219292	0	0.99947189272223	0	ENSG00000005007	UPF1	chr19
ENSG00000005020.11	4.3617930583395	0.315260061112785	0	0.989141409321567	0	ENSG00000005020	SKAP2	chr7
ENSG00000005022.5	6.75743687928289	0.166691083441846	0	0.996579257789128	0	ENSG00000005022	SLC25A5	chrX
ENSG00000005059.14	1.50529926578803	0.34799066703392	0	0.949655751479648	0	ENSG00000005059	MCUB	chr4
ENSG00000005073.5	3.06767919205562	-0.300684592184215	0	0.997386226391406	0	ENSG00000005073	HOXA11	chr7
ENSG00000005075.14	4.50734588264098	-0.235386913605075	0	0.993781989775999	0	ENSG00000005075	POLR2J	chr7
ENSG00000005100.11	4.01514248593735	0.250097736311927	0	0.999941403126893	0	ENSG00000005100	DHX33	chr17
ENSG00000005102.11	0.849886024769148	0.258393210285519	0	0.965237557789629	0	ENSG00000005102	MEOX1	chr17
ENSG00000005108.14	3.00187738201214	-0.535345621807342	0	0.8665391648164	0	ENSG00000005108	THSD7A	chr7
ENSG00000005156.10	5.46678186081632	0.00144055311893254	0	0.999988046511521	0	ENSG00000005156	LIG3	chr17
ENSG00000005175.8	4.16942779790478	0.0309250145615847	0	0.999999977829898	0	ENSG00000005175	RPAP3	chr12
ENSG00000005187.10	5.19528981316834	-0.454472635307964	0	0.945182239133451	0	ENSG00000005187	ACSM3	chr16
ENSG00000005189.18	3.35778756641238	-0.149077959736162	0	0.999128903497663	0	ENSG00000005189	REXO5	chr16
ENSG00000005194.13	4.53778046659311	-0.0316843133419038	0	0.999989334388703	0	ENSG00000005194	CIAPIN1	chr16
ENSG00000005206.15	4.8123942292327	0.193899074733033	0	0.994448882675961	0	ENSG00000005206	SPPL2B	chr19
ENSG00000005238.18	4.02768385300757	-0.180261932213345	0	0.999479855111267	0	ENSG00000005238	FAM214B	chr9
ENSG00000005243.8	2.6476536105812	-0.26885886929495	0	0.985976355734108	0	ENSG00000005243	COPZ2	chr17
ENSG00000005249.11	3.8926526737136	0.00393613070431309	0	0.999981962893242	0	ENSG00000005249	PRKAR2B	chr7
ENSG00000005302.16	3.96125731415409	-0.0406496945659836	0	0.999999577500513	0	ENSG00000005302	MSL3	chrX
ENSG00000005339.11	6.27063839245448	0.303331092661624	0	0.99946728442136	0	ENSG00000005339	CREBBP	chr16
ENSG00000005379.14	4.2530588360777	0.132624096138048	0	0.998037747354525	0	ENSG00000005379	TSPOAP1	chr17
ENSG00000005436.12	4.49257796254289	0.171520193962275	0	0.999897975906804	0	ENSG00000005436	GCFC2	chr2
ENSG00000005448.15	3.13923486779188	-0.251484732152148	0	0.98338502796525	0	ENSG00000005448	WDR54	chr2
ENSG00000005469.10	5.10887473776396	0.280649793581658	0	0.996056811971874	0	ENSG00000005469	CROT	chr7
ENSG00000005471.14	-0.743916459541129	-0.283774480345347	0	0.987600407745349	0	ENSG00000005471	ABCB4	chr7
ENSG00000005483.18	5.91339045908402	0.219745683325801	0	0.997334157723278	0	ENSG00000005483	KMT2E	chr7
ENSG00000005486.15	6.17081318744211	-0.0337615178919117	0	0.999404125960773	0	ENSG00000005486	RHBDD2	chr7
ENSG00000005513.9	1.0638471039978	0.191462743445714	0	0.980773960925093	0	ENSG00000005513	SOX8	chr16
ENSG00000005700.13	5.58389423611099	0.0428763245794253	0	0.999984004043711	0	ENSG00000005700	IBTK	chr6
ENSG00000005801.15	3.89455998619926	0.106491529165568	0	0.999999325129733	0	ENSG00000005801	ZNF195	chr11
ENSG00000005810.16	5.78371028449226	0.45361594932507	0	0.936228395471519	0	ENSG00000005810	MYCBP2	chr13
ENSG00000005812.9	5.63986561835595	0.115590256367469	0	0.999956873192742	0	ENSG00000005812	FBXL3	chr13
ENSG00000005844.16	2.6101947790626	0.669324234422099	0	0.735592001930643	0	ENSG00000005844	ITGAL	chr16
ENSG00000005882.10	4.05063589382874	0.239385370322603	0	0.999102784299042	0	ENSG00000005882	PDK2	chr17
ENSG00000005884.16	5.2885397131149	0.349309697858056	0	0.960706181647001	0	ENSG00000005884	ITGA3	chr17
ENSG00000005889.14	5.1775860320817	-0.210490729731599	0	0.980775898847069	0	ENSG00000005889	ZFX	chrX
ENSG00000005893.14	7.54406581673562	0.0434200758000785	0	0.99999434658501	0	ENSG00000005893	LAMP2	chrX
ENSG00000005961.16	-2.16823545860816	0.286756254644354	0	0.945741158619552	0	ENSG00000005961	ITGA2B	chr17
ENSG00000006007.10	6.14069380983474	-0.0409897694436383	0	0.999996366975267	0	ENSG00000006007	GDE1	chr16
ENSG00000006015.16	3.8564575382799	0.166251498763192	0	0.973399012506934	0	ENSG00000006015	REX1BD	chr19
ENSG00000006016.9	0.277279584488039	-0.636282752004619	0	0.803794923972412	0	ENSG00000006016	CRLF1	chr19
ENSG00000006025.10	3.33591148324458	0.347681608107705	0	0.992608729289389	0	ENSG00000006025	OSBPL7	chr17
ENSG00000006042.10	6.26382296092925	0.138199470578781	0	0.999361847165076	0	ENSG00000006042	TMEM98	chr17
ENSG00000006047.11	-1.27200932233208	-0.0449393447922035	0	0.989249313736999	0	ENSG00000006047	YBX2	chr17
ENSG00000006062.12	3.36341366712125	0.440882518909811	0	0.975404528536422	0	ENSG00000006062	MAP3K14	chr17
ENSG00000006071.10	0.693094756473849	-1.01452843753563	-0.032951299349439	0.487086009373786	0	ENSG00000006071	ABCC8	chr11
ENSG00000006118.13	4.58901493153848	0.300680910433957	0	0.966485145623767	0	ENSG00000006118	TMEM132A	chr11
ENSG00000006125.15	7.29948878061	-0.00275523669144118	0	0.999999987769832	0	ENSG00000006125	AP2B1	chr17
ENSG00000006128.10	-1.60316225145639	-0.801556364640259	0	0.629395605985963	0	ENSG00000006128	TAC1	chr7
ENSG00000006194.9	4.60886061242482	-0.096206813613823	0	0.999999975087728	0	ENSG00000006194	ZNF263	chr16
ENSG00000006210.6	5.5104193819641	0.754127681890727	0	0.688879551617924	0	ENSG00000006210	CX3CL1	chr16
ENSG00000006282.18	5.77052366604082	-0.229949021732803	0	0.992152396591356	0	ENSG00000006282	SPATA20	chr17
ENSG00000006283.16	1.9132093059211	0.0883727153606619	0	0.987906786955984	0	ENSG00000006283	CACNA1G	chr17
ENSG00000006327.12	3.08844638821993	0.100501695409932	0	0.975795998951918	0	ENSG00000006327	TNFRSF12A	chr16
ENSG00000006377.10	-2.44913581325849	0.0336060287229558	0	0.984901123464216	0	ENSG00000006377	DLX6	chr7
ENSG00000006432.14	2.61840014306084	-0.209140445183175	0	0.991332480836793	0	ENSG00000006432	MAP3K9	chr14
ENSG00000006451.6	4.70568700947442	-0.132311301778323	0	0.999999847990344	0	ENSG00000006451	RALA	chr7
ENSG00000006453.12	6.27208299981376	-0.118965803834227	0	0.999984718313769	0	ENSG00000006453	BAIAP2L1	chr7
ENSG00000006459.9	4.5095420295762	0.25694252606019	0	0.988703487050111	0	ENSG00000006459	KDM7A	chr7
ENSG00000006468.12	2.64613576523645	1.06998165726955	0.0948902388759832	0.467830326242542	0	ENSG00000006468	ETV1	chr7
ENSG00000006530.14	4.36979491209724	-0.143679649265776	0	0.999999839064419	0	ENSG00000006530	AGK	chr7
ENSG00000006534.14	1.93405631846001	0.103689870777559	0	0.987835940457431	0	ENSG00000006534	ALDH3B1	chr11
ENSG00000006555.9	2.98753162156197	0.498097540441198	0	0.944050990831839	0	ENSG00000006555	TTC22	chr1
ENSG00000006576.15	3.03811707014647	0.107763502505291	0	0.999887914621858	0	ENSG00000006576	PHTF2	chr7
ENSG00000006607.12	4.30381042899229	-0.0202117917932707	0	0.999954084924883	0	ENSG00000006607	FARP2	chr2
ENSG00000006625.16	5.07959652511742	-0.374832544397494	0	0.982626926428832	0	ENSG00000006625	GGCT	chr7
ENSG00000006634.6	2.54971800674065	0.0461059643395427	0	0.999994065837076	0	ENSG00000006634	DBF4	chr7
ENSG00000006638.10	-0.366626884998258	0.101533684157292	0	0.985654516639539	0	ENSG00000006638	TBXA2R	chr19
ENSG00000006652.12	4.72363374344355	0.0426276050796943	0	0.999841106135675	0	ENSG00000006652	IFRD1	chr7
ENSG00000006695.9	3.1882695927606	-0.119285652740558	0	0.999992945434109	0	ENSG00000006695	COX10	chr17
ENSG00000006704.9	4.14417509060461	0.063307620857084	0	0.999998067465822	0	ENSG00000006704	GTF2IRD1	chr7
ENSG00000006712.13	5.94372568740463	-0.0684342320260578	0	0.999874419770977	0	ENSG00000006712	PAF1	chr19
ENSG00000006715.14	5.45336697741603	0.0872977240912105	0	0.999998942973426	0	ENSG00000006715	VPS41	chr7
ENSG00000006740.15	3.53375631037065	0.384300858574677	0	0.995969518662718	0	ENSG00000006740	ARHGAP44	chr17
ENSG00000006744.17	5.51287917609612	-0.0482684414997259	0	0.999990650574252	0	ENSG00000006744	ELAC2	chr17
ENSG00000006747.13	4.01140642056312	1.29690567219346	0.464877180752505	0.324153664918539	0	ENSG00000006747	SCIN	chr7
ENSG00000006756.14	6.43559209702168	0.052233309308563	0	0.999748923848608	0	ENSG00000006756	ARSD	chrX
ENSG00000006757.10	4.200473304864	-0.100288985141826	0	0.999982063115045	0	ENSG00000006757	PNPLA4	chrX
ENSG00000006831.9	5.98197164072891	0.0571884489853902	0	0.999997716519947	0	ENSG00000006831	ADIPOR2	chr12
ENSG00000006837.10	-0.522492264122323	-0.0994255497863658	0	0.999868137531427	0	ENSG00000006837	CDKL3	chr5
ENSG00000007038.9	1.15240852110136	-0.145599306417618	0	0.932292687061354	0	ENSG00000007038	PRSS21	chr16
ENSG00000007047.13	4.65743842683007	-0.0579565469494723	0	0.999999138076657	0	ENSG00000007047	MARK4	chr19
ENSG00000007062.10	1.57349231970179	0.827108752557534	0	0.602538582267186	0	ENSG00000007062	PROM1	chr4
ENSG00000007080.9	4.8475043193919	0.101176396976788	0	0.982795318439977	0	ENSG00000007080	CCDC124	chr19
ENSG00000007129.16	-1.45094494109724	0.497799941231651	0	0.832046699273817	0	ENSG00000007129	CEACAM21	chr19
ENSG00000007168.11	6.20876240505885	0.0557597617618537	0	0.999996385772503	0	ENSG00000007168	PAFAH1B1	chr17
ENSG00000007171.15	-0.967263915581599	1.32571563313885	0.538158294231148	0.298436376869463	0	ENSG00000007171	NOS2	chr17
ENSG00000007174.16	1.21338583388262	-0.907479454222592	0	0.566656726804764	0	ENSG00000007174	DNAH9	chr17
ENSG00000007202.13	6.35619446503341	-0.197752188032093	0	0.993370866930028	0	ENSG00000007202	KIAA0100	chr17
ENSG00000007237.17	3.00285748976235	0.161946182763798	0	0.976418528548618	0	ENSG00000007237	GAS7	chr17
ENSG00000007255.9	4.5676493389689	-0.0952615366313605	0	0.983691103366953	0	ENSG00000007255	TRAPPC6A	chr19
ENSG00000007264.12	2.14680133194439	-0.171031892891289	0	0.953071419361259	0	ENSG00000007264	MATK	chr19
ENSG00000007312.11	0.711243073289675	0.339459736814433	0	0.925384605387095	0	ENSG00000007312	CD79B	chr17
ENSG00000007341.17	3.30291676692521	0.0183075101071837	0	0.999999229776406	0	ENSG00000007341	ST7L	chr1
ENSG00000007372.19	1.01300716249397	-0.228546680934494	0	0.999096734409673	0	ENSG00000007372	PAX6	chr11
ENSG00000007376.6	3.73617952220695	-0.23294418789368	0	0.988281868700904	0	ENSG00000007376	RPUSD1	chr16
ENSG00000007384.14	5.09796700158722	-0.0375711439815811	0	0.999957724868565	0	ENSG00000007384	RHBDF1	chr16
ENSG00000007392.15	4.4221360111573	0.0819509821341233	0	0.999627677907647	0	ENSG00000007392	LUC7L	chr16
ENSG00000007402.10	3.66013119976134	0.0346255152247932	0	0.999966066173497	0	ENSG00000007402	CACNA2D2	chr3
ENSG00000007516.12	4.4397306419638	-0.340919847669515	0	0.963620601052983	0	ENSG00000007516	BAIAP3	chr16
ENSG00000007520.3	4.82816039331509	-0.238407475834944	0	0.982115211480707	0	ENSG00000007520	TSR3	chr16
ENSG00000007541.13	5.14580939012159	-0.0324355363481166	0	0.998285933649523	0	ENSG00000007541	PIGQ	chr16
ENSG00000007545.14	3.49749767244209	-0.0720639652928314	0	0.99998809225533	0	ENSG00000007545	CRAMP1	chr16
ENSG00000007866.17	5.20362011206659	0.207520232612232	0	0.999821145543369	0	ENSG00000007866	TEAD3	chr6
ENSG00000007908.14	3.01163871624231	1.47862599967237	0.729467746796757	0.237303406826857	0	ENSG00000007908	SELE	chr1
ENSG00000007923.14	4.13186075965899	0.231754754223061	0	0.999942582515781	0	ENSG00000007923	DNAJC11	chr1
ENSG00000007933.11	-1.37154200520538	-0.434764987960073	0	0.893783431834496	0	ENSG00000007933	FMO3	chr1
ENSG00000007944.13	4.84093849424715	-0.103770360177305	0	0.999178674327093	0	ENSG00000007944	MYLIP	chr6
ENSG00000007952.16	0.384296332507965	0.0454299814921459	0	0.993513740174857	0	ENSG00000007952	NOX1	chrX
ENSG00000007968.6	-0.515630577050804	0.600879046637552	0	0.802563482301074	0	ENSG00000007968	E2F2	chr1
ENSG00000008018.8	6.41943490744814	-0.163412173428577	0	0.999458351682028	0	ENSG00000008018	PSMB1	chr6
ENSG00000008056.11	-0.767448838815217	-0.0160047447003585	0	0.996133780941167	0	ENSG00000008056	SYN1	chrX
ENSG00000008083.12	3.998500533551	0.293383023035518	0	0.999572107052566	0	ENSG00000008083	JARID2	chr6
ENSG00000008086.9	4.62937866745392	-0.177371821645412	0	0.976358724747004	0	ENSG00000008086	CDKL5	chrX
ENSG00000008118.8	-0.305338147912934	0.471690226953156	0	0.874965566158938	0	ENSG00000008118	CAMK1G	chr1
ENSG00000008128.21	1.63976576562092	0.186814996954583	0	0.997676658058162	0	ENSG00000008128	CDK11A	chr1
ENSG00000008130.14	5.44274723219223	0.139155187592478	0	0.999986270402988	0	ENSG00000008130	NADK	chr1
ENSG00000008226.18	-0.0767560933054101	0.596730871115501	0	0.847402131380238	0	ENSG00000008226	DLEC1	chr3
ENSG00000008256.14	4.56516050209977	0.1602163649271	0	0.996474998046456	0	ENSG00000008256	CYTH3	chr7
ENSG00000008277.13	4.00369815296298	0.272550356089881	0	0.972294212086933	0	ENSG00000008277	ADAM22	chr7
ENSG00000008282.6	6.63552574388842	0.119271038685012	0	0.999996780634711	0	ENSG00000008282	SYPL1	chr7
ENSG00000008283.14	7.86330904967339	-0.0754566524376683	0	0.997742194263601	0	ENSG00000008283	CYB561	chr17
ENSG00000008294.19	5.32356589374819	0.119147004962556	0	0.999784258836513	0	ENSG00000008294	SPAG9	chr17
ENSG00000008300.13	1.5855208045316	-0.32629689540222	0	0.871983053933267	0	ENSG00000008300	CELSR3	chr3
ENSG00000008311.13	3.17919817313561	0.61766541049858	0	0.87843860901595	0	ENSG00000008311	AASS	chr7
ENSG00000008323.14	1.28113977824707	0.721156567341864	0	0.764044461046474	0	ENSG00000008323	PLEKHG6	chr12
ENSG00000008324.9	4.01033529756291	-0.139135191778596	0	0.998130011054531	0	ENSG00000008324	SS18L2	chr3
ENSG00000008382.14	4.4391887172701	-0.00115212389070418	0	0.999942929568721	0	ENSG00000008382	MPND	chr19
ENSG00000008394.11	6.61714846813865	-0.337237734604025	0	0.96045335001869	0	ENSG00000008394	MGST1	chr12
ENSG00000008405.10	4.10227769240191	0.317987412156247	0	0.999552415246091	0	ENSG00000008405	CRY1	chr12
ENSG00000008441.15	8.05563776870462	0.232566663115687	0	0.99957820294773	0	ENSG00000008441	NFIX	chr19
ENSG00000008513.13	3.62955571585042	0.213059378600761	0	0.973742258903614	0	ENSG00000008513	ST3GAL1	chr8
ENSG00000008516.15	0.616005896119512	-0.160154465314448	0	0.980205117384222	0	ENSG00000008516	MMP25	chr16
ENSG00000008517.15	3.43232336796126	0.416687218823171	0	0.921251385513041	0	ENSG00000008517	IL32	chr16
ENSG00000008710.16	5.30025930263106	0.113109487353433	0	0.999151799432311	0	ENSG00000008710	PKD1	chr16
ENSG00000008735.13	3.39607409992846	0.231922544516374	0	0.985053543279304	0	ENSG00000008735	MAPK8IP2	chr22
ENSG00000008838.16	5.53512430240753	0.256069796456295	0	0.999312326042855	0	ENSG00000008838	MED24	chr17
ENSG00000008853.15	3.65944909866459	-0.0231627291615348	0	0.999987504089763	0	ENSG00000008853	RHOBTB2	chr8
ENSG00000008869.10	5.22844547870808	0.107198003863002	0	0.999919357874577	0	ENSG00000008869	HEATR5B	chr2
ENSG00000008952.15	7.1803430368601	0.0516162713978972	0	0.999971937307364	0	ENSG00000008952	SEC62	chr3
ENSG00000008988.8	9.32903923032124	-0.489701905718245	0	0.974886577941201	0	ENSG00000008988	RPS20	chr8
ENSG00000009307.14	8.80772074354917	-0.0092342975428199	0	0.99999999562035	0	ENSG00000009307	CSDE1	chr1
ENSG00000009335.16	5.91767014802595	0.0491611034982862	0	0.999998979809703	0	ENSG00000009335	UBE3C	chr7
ENSG00000009413.14	4.11216096115549	0.370675251274249	0	0.978021296522454	0	ENSG00000009413	REV3L	chr6
ENSG00000009694.12	3.36295453397645	0.235861173975686	0	0.889146339166737	0	ENSG00000009694	TENM1	chrX
ENSG00000009724.15	-0.818982070239112	0.499360353752336	0	0.842729523324815	0	ENSG00000009724	MASP2	chr1
ENSG00000009765.13	-0.206052397120649	0.303652341523119	0	0.920510331034384	0	ENSG00000009765	IYD	chr6
ENSG00000009780.14	3.12346751146142	-0.160590547253494	0	0.999999209236323	0	ENSG00000009780	FAM76A	chr1
ENSG00000009790.13	1.08667017480136	0.505648846523986	0	0.81144620038995	0	ENSG00000009790	TRAF3IP3	chr1
ENSG00000009830.10	3.59376905990436	0.122486644830824	0	0.999995783600076	0	ENSG00000009830	POMT2	chr14
ENSG00000009844.14	4.74087698422128	0.0142024367315745	0	0.999999978343725	0	ENSG00000009844	VTA1	chr6
ENSG00000009950.14	-0.203020886697268	0.140371114328061	0	0.984503231805316	0	ENSG00000009950	MLXIPL	chr7
ENSG00000009954.9	6.41112805235828	0.152669959054943	0	0.999978594682663	0	ENSG00000009954	BAZ1B	chr7
ENSG00000010017.12	5.37780098124058	-0.23521488732696	0	0.99914269190913	0	ENSG00000010017	RANBP9	chr6
ENSG00000010030.12	0.858657433329262	0.607820824750957	0	0.806413752593882	0	ENSG00000010030	ETV7	chr6
ENSG00000010072.14	2.54127091817845	0.000202009113723811	0	0.999999995282833	0	ENSG00000010072	SPRTN	chr1
ENSG00000010165.18	4.62421694896039	0.146135584353193	0	0.999941582986003	0	ENSG00000010165	METTL13	chr1
ENSG00000010219.12	3.77806510054593	-0.268088015313499	0	0.999775304376234	0	ENSG00000010219	DYRK4	chr12
ENSG00000010244.15	6.35170142960034	0.0348270640891046	0	0.999999977500279	0	ENSG00000010244	ZNF207	chr17
ENSG00000010256.9	6.60217188689363	0.00731152141354308	0	0.999604475327839	0	ENSG00000010256	UQCRC1	chr3
ENSG00000010270.12	5.6071416934974	-0.186501297853613	0	0.998266772641491	0	ENSG00000010270	STARD3NL	chr7
ENSG00000010278.10	8.70157444442166	-0.141416838020742	0	0.999716910840202	0	ENSG00000010278	CD9	chr12
ENSG00000010292.11	4.88038766508344	0.208518707781297	0	0.99975180338848	0	ENSG00000010292	NCAPD2	chr12
ENSG00000010295.18	1.81196561084111	0.306440390438645	0	0.972403336888075	0	ENSG00000010295	IFFO1	chr12
ENSG00000010310.7	-0.320234558438691	0.500148102271063	0	0.837744878771144	0	ENSG00000010310	GIPR	chr19
ENSG00000010318.18	1.90582299734293	-0.0620553210936357	0	0.999994576154556	0	ENSG00000010318	PHF7	chr3
ENSG00000010319.5	2.55294257308462	-0.221985752495383	0	0.996694953161733	0	ENSG00000010319	SEMA3G	chr3
ENSG00000010322.14	6.7525136912226	0.146879821265091	0	0.999821318998988	0	ENSG00000010322	NISCH	chr3
ENSG00000010327.9	4.12707416441743	0.437463521063359	0	0.927116913539046	0	ENSG00000010327	STAB1	chr3
ENSG00000010361.12	3.83466032452461	0.135230799233797	0	0.998454770838844	0	ENSG00000010361	FUZ	chr19
